label,text,lang
0,"歪んで る せい か 空気 が 抜け ない  端 が 浮いて いて 空気 が 入る  まぁ 安い から 仕方ない んです か ね
",jpn
1,Våre tester tyder på en batteritid på 7 - 8 timer med moderat belastning .,nor
0,"कुल मिलाकर ‘बैड लक गोविंद’ पैसे और समय की बर्बादी है।
निर्माता :
हिमांशु एच. शाह, चिराग शाह, वरुण खन्ना, तरुण अरोरा

कहानी, संवाद, पटकथा और निर्देशन :
वरुण खन्ना

संगीत :
अबू मलिक

कलाकार :
वीजे गौरव कपूर, हृषिता भट्ट, व्रजेश हीरजी, जाकिर हुसैन, परमीत सेठी, ललित मोहन तिवारी, गोविंद नामदेव, अर्चना पूरनसिंह



‘बैड लक गोविंद’ में दिखाया गया है कि नायक गोविंद किस्मत का मारा है। वह भैंस के पास खड़ा होता है तो वह दूध देना बंद कर देती है। लेकिन फिल्म इतनी खराब है कि गोविंद से ज्यादा खराब किस्मत सिनेमाघर में उपस्थित गिने-चुने दर्शकों को अपनी लगती है कि क्यों वे ये फिल्म देखने के लिए आ गए।

हीरो गोविंद की परछाई जिस पर पड़ती है उसके साथ कुछ न कुछ बुरा होता है। वह हारकर दिल्ली से मुंबई जा पहुँचता है। मुंबई में उसकी एक व्यक्ति से पहचान हो जाती है जो उसे अपने घर ले आता है। यहाँ पर उसके साथ कुछ अपराधी भी रहते हैं, जिनकी कुछ लोगों से दुश्मनी है। जब उन्हें गोविंद के बैड लक के बारे में पता चलता है तो वे फायदा उठाने का सोचते हैं। वे उसे जब-तब दुश्मनों के घर भेजते रहते हैं, ताकि उनका नुकसान हो। इसी बीच गोविंद को प्यार हो जाता है और उसका बैडलक गुडलक में बदल जाता है।

फिल्म की कहानी इतनी घटिया है कि उन लोगों की अक्ल पर तरस आता है कि जो इस कहानी पर फिल्म बनाने के लिए तैयार हो गए। कहानी में न लॉजिक है और न मनोरंजन। स्क्रीनप्ले भी बेहद उबाऊ है। दृश्य इतने लंबे हैं कि संवाद लेखक को संवाद लिखना मुश्किल हो गया। फिल्म के एडिटर ने दृश्यों को जोड़-तोड़ कर खाली जगहों को भरा।

फिल्म के अधिकांश दृश्यों में बहुत ज्यादा अँधेरा है। मल्टीप्लैक्स में ही बमुश्किल फिल्म दिखाई देती है। ठाठिया सिनेमाघरों में तो केवल आवाज सुनाई देगी। वैसे भी इस फिल्म को छोटे शहर के टॉकीज वाले शायद ही लगाएँगे क्योंकि बड़े शहरों में ही इस फिल्म की पहले शो से ही हालत पतली है।

गोविंद के रूप में वीजे गौरव कपूर का अभिनय ठीक कहा जा सकता है। हृषिता भट्ट निराश करती हैं। गोविंद नामदेव, जाकिर हुसैन, परमीत सेठी और व्रजेश हीरजी ने अपने चरित्रों को असरदायक बनाने की पूरी कोशिश की है। एक-दो गाने भी हैं, जिनकी धुनें अबू मलिक ने बनाई हैं।

कुल मिलाकर ‘बैड लक गोविंद’ पैसे और समय की बर्बादी है।
",hin
1,Likevel ble det en fin avslutning på Quart .,nor
1,"Hau bai da benetako nekazal turismoa , eta gainera ondo jan , hobe berriketa , eta bikain zuen adeitasuna .",eus
1,שבת שלום הנשיא רובי ריבלין . זאת מתי מלודים ברמלה,heb
1,﻿صباح ملؤه الخيرات و المسرات,ara
0,"プリンタ 本体 を 廉価で 販売 して インク で 収益 を 上げる と いう 事業 モデル な のでしょう が 、 いくら なんでも 高 すぎ です 。
",jpn
1,پارتىيە 18- قۇرۇلتىيىدىن بۇيان، يولداش شى جىنپىڭ يادرولۇقىدىكى پارتىيە مەركىزىي كومىتېتى رايونلارنى ماس تەرەققىي قىلدۇرۇش ئىستراتېگىيەسىنى چوڭقۇر يولغا قويۇپ، رايون بوشلۇقى قۇرۇلمىسىنى ئۈزلۈكسىز ئەلالاشتۇرۇپ، بايلىق تەقسىملەش ئۈنۈمدارلىقىنى ئومۇميۈزلۈك ئۆستۈرۈپ، ئىقتىسادنىڭ يۇقىرى سۈپەتلىك تەرەققىياتىغا جۇشقۇن ھەرىكەتلەندۈرگۈچى كۈچ قوشتى.,uig
1,allah ka mai an kôrô,bam
0,"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",eng
1,"το έχω το τηλέφωνό δύο εβδομάδες πλέων και μπορώ να πω το εξής.πολύ γρήγορο σε ότι και να κάνει, απίστευτες κάμερες τελειω βίντεο,δεν κολαει πουθενά, ηχείο πολύ καλό. Σαν λειτουργία είναι τρομερό.Μπαταρία.... απλά για πέταμα ούτε καν πλησιάζει την μια ημέρα σε λειτουργία. με απλή χρήση ίντερνετ όλη την ημέρα Facebook Instagram Skype messenger το κινητό δεν κρατάει καθόλου το φορτηζω το βράδυ καί το πρωί 6 ώρα είναι στο 100% με λίγο χρήση στο ίντερνετ κάνα δυορο περίπου καί αυτό με διαληματα το κινητό έχει φτάσει στης 2 το μεσημέρι στο 25% χωρίς να έχουν κλίση καθόλου το ίντερνετ. τώρα για νά τό φορτησεις θέλει περίπου 3 με 3:30 ώρες, ούτε μπαταρία αυτοκινήτου να φορτηζα..Με λίγα λόγια σε θέμα κάμερα βίντεο οθόνη GPS πλοήγηση στο ίντερνετ το κινητό τα σπάει κύριος η φωτογραφίες καί το βίντεο είναι τρομερό αλλά ή μπαταρία είναι πού το χαλάει όλο το θέμα.",ell
1,Филма е страхотен! За мен лично е филма на годината.,bul
0,"プラスチック の 端 の 部分 に 一 箇所 ヒビ が 入って い ました 。  返品 も 面倒臭かった ので 、 そのまま 様子 を 見て いる と 、 一 週間 後 に は 四方 の 隅 に たくさん 亀裂 が 入り 、 最終 的に は 、 ポロポロ と 割れて 落ちて き ました 。  買って すごく 後悔 し ました
",jpn
0,يولدىن ئۆتۈپ كېتىۋاتقان ھەجىخان ئىككىيلەننى ئاجرىتىپ، ئۇلارغا نەسىھەت قىلىپ گەپكە كىرگۈزەلمىگەندىن كېيىن، يېنىدىن پۇل چىقىرىپ توقۇنۇشنى پەسەيتكەن.,uig
1,Nhìn build ngon ghê,vie
0,Plaza peatonala denez ezin da bertan aparkatu nahiz karga/deskarga aukera badagoen eta autoa minutu batera aparkatzen den .,eus
1,08 年 4 月初 住 過 一夜 。 總體 感覺 不錯 ， 特別 是 對著 鐘山 的 那 一面 ， 隔壁 是 南京 博物館 ， 也有 許多 好 東西 看 。 就是 樓下 什麼 淮 揚 菜 的 餐廳 貴 了 點 ， 菜 也 一般 。 還想 說 一句 ， 就是 來了 幾次 南京 ， 感覺 都是 那麼 好 ！,zho
1,做工 不錯 ， 和 同事 一共 買 了 3 臺 ， 粉色 最好 看 。,zho
0,"Umfrage: Einfaches Preissystem bei Bahn gefordert Umfrage: Einfaches Preissystem bei Bahn gefordert Berlin (dpa) - Die Bundesbürger wünschen sich ein einfaches und durchschaubares Tarifsystem bei der Deutschen Bahn. Es sollte jedoch auch Sonderkonditionen für Studenten, Rentner und Familien",deu
1,"Det er viktig å vektlegge det som er bra , og breiflabben var god .",nor
1,"束ねて おける よう 、 面 ファスナー ？ が コード に ついて いる ので 便利 。 これ なら もう 少し 長 め の を 買って おけば よかった です 。 コード も 堅くて 丈夫 。
",jpn
1,"salı indirimi ile aldım, perşembe elimize ulaştı. Hepsiburada market market gezip nereden ucuza bulurum derdimede son vermiş oldu. Can Bebeyi büyük marketlerden almış olsaydın en az 15- 20 tl fazla ödeme yapmam gerekirdi. Hem ucuza aldım hem kapıma kadar geldi. Bundan olsa gerek biraz abartarak 3 ay gidecek bez almışım :-)",tur
1,santapan yang cocok buat penikmat kuliner pedas . ada banyak pilihan menu yang bisa dicoba . tersedia pula mi merapi di bip bagian foodcourt . sensasi pedas nya memang cadas banget ditambah aroma rempah yang kuat . butuh sejam untuk memulihkan lidah anda . __laugh__ menarik banget sih dan berkesan .,ind
0,"Интересна история, лош сценарий и незавършени герои.",bul
1,Филмът беше хубав!!:),bul
0,"Nie polecam tego lekarza , moj tata leczył sie u niego , non stop jezdzilismy ponad 300 km do Warszawy na wizyte kontrole po opercji usuniecia nowotworu , jedyne do czego lekarz sie ograniczyl na wizytach kontrolnych to 2 minutowe macanie miejsca po usunięciu nowotworu i to wszytsko ! ! ! Od momentu przeprowadzenia operacji przez Pana Doktora ! tata podczas wizyt kontrolnych nigdy nie otrzymal skierowanie na TK czy rezonans , dodam tylko ze tata ma nowotwór złosiliwy . W chwili obecnej dzięki "" wspaniałemu "" leczeniu Pana doktora tata ma wznowe nowotworu ( która sam sobie wymacał ) plus przerzuty odległe . Pan Doktor oczywiscie był bardzo zaskoczony jak to moga byc przerzuty skoro jego wizyty kontrole trwaly az 2 minuty ! ! ! ! Z czystym sumieniem nie POLECAM ! ! ! ! ! ! ! ! oby jak najdalej od takich fachowców ! !",pol
0,"Bylismy rozczarowani . Duży hotel , gdzie w sezonie przebywa masa ludzi i jest to niestety widoczne wszędzie , szczególnie podczas posiłków , czy na basenie . Do tego hotel pełni chyba funkcję "" miejskiego kąpieliska "" , gdyż w holu głównym ogromne kolejki ludzi ( nie byli to goscie hotelowi ) , oczekujących na wejście na basen . Na parking przyjeżdzają całe autokary z wycieczkami . Można sobie wyobrazić co się dzieje na basenach czy w saunie . Skrócili śmy pobyt , bo niestety w sezonie hotel nie jest w stanie zapewnić spokojnego wypoczynku . Do tego widać już , że hotel wymaga remontu , zwłaszcza część z basenami . Same pokoje dość wygodne I duże .",pol
1,"Though the film is well-intentioned , one could rent the original and get the same love story and parable .",eng
1,"Thật tuyệt vời. Tôi đã sử dụng rất nhiều sản phẩm của Xiaomi &amp; rất hài lòng về chất lượng, giá cả của xiaomi.",vie
0,"Hrana naručena : 18.53Okvirno vrijeme dostave : 40 min.sada je 20.23 i još nema hrane . mislim , dajte sredite to vrijeme dostave , hrana vam je ok , ali ako ne možete ispoštovati vrijeme koje ste stavili kao okvirno , izvolite ga promijeniti .",hrv
1,"pertama saya diajak oleh teman-teman saya nih nongkrong dikira tempat ini bakal menguras dompet saya secara nama nya aja dah eatbos . tapi pas sampai gila saya suka nih tempat , harga nya itu lho bikin saya betah di sini secara makana nya hanya 15 ampe 20 ribu an kakak untuk sekelas kafe , di mana lagi coba kita menemukan kayak gini . apalagi kalau buat nongkrong harus coba .",ind
0,"www.1001portails.com Schlichter im Tarifkonflikt zwischen Bahn und GDL - Nun ruht die Hoffnung auf... http://www.1001portails.com/zzflgkiidg Schlichter im Tarifkonflikt zwischen Bahn und GDL - Nun ruht die Hoffnung auf... http://www.1001portails.com/zzflgkiidg Sie gelten als moderat und erfahren, nun sollen sie den schwierigen Tarifkonflikt zwischen der Deutschen Bahn und der Lokführergewerkschaft GDL schlichten. Was aber bringen Matthias Platzeck und Bodo Ramelow mit, um die",deu
0,"Piszę to z perspektywy pobytu w pokoju 311Plusy : wygodne łóżkawi - fi w całym obiekcie bezpłatnedobre śniadaniadobra lokalizacja ( autostrada , blisko do stacji kolejki , Aldi ) Minusy : Grzyb i wilgoć w pokojuNieposprzątana łazienka ( włosy na podłodze i w brodziku ) Brak czajnika w pokoju oraz możliwości wypożyczenia go na recepcjiCena za dobę . 40 € za dobowy pobyt w takim miejscu to stanowczo zbyt dużo .",pol
0,"इस सीरीज की यह पहली ऐसी फिल्म है जिसमें पॉल वॉकर न तो नजर आए और न ही पूरी फिल्म में उनकी मौत का कहीं जिक्र किया गया। 'फास्ट ऐंड फ्यूरियस' सीरीज की इस 8वीं फिल्म के शुरू होने से पहले ही यह तय हो गया था कि पॉल वॉकर के भाई को फिल्म में कास्ट नहीं किया जाएगा। इस सीरीज की पिछली लगभग सभी फिल्मों ने दुनिया भर में कामयाबी के साथ कलेक्शन का भी बेहतरीन रेकॉर्ड बनाया। लेकिन 'फास्ट ऐंड फ्यूरियस 7', दुनिया की पहली ऐसी फिल्म थी जिसने सबसे कम वक्त में 100 करोड़ डॉलर कमाने का नाम अपने काम किया था। कहानी: डॉम (विन डीजल) और लेटी (मिशेल रोडरिग्रेज) के साथ हवाना में हनीमून पर हैं। यहीं पर डॉम की मुलाकात एक बेहद खूबसूरत लड़की साइफर (शार्लीज थेरन) से होती है। डॉम, साइफर की खूबसूरती पर फिदा होकर लेटी और अपने परिवार से अलग हो जाता है। दरअसल, साइफर एक बेहद चालाक साइबर टेररिस्ट है जो एक प्लानिंग के तहत डॉम को अपनी खूबसूरती के जाल में फंसाती है। डॉम उसके जाल में कुछ ऐसा फंसता है कि उसकी खातिर अपनी टीम के साथियों से भी न सिर्फ अलग हो जाता है बल्कि टीम को धोखा देने लगता है। दूसरी ओर साइफर की प्लानिंग बेहद खतरनाक है। साइफर कुछ वक्त बाद अपनी पहचान बदलती रहती है। ऐक्टिंग: पिछली फिल्में जहां पॉल के आसपास घूमती रहीं, वहीं यह फिल्म शुरुआत से अंत तक विन डीजल के किरदार पर टिकी रही। विन, फिल्म में एक सुपरहीरो के तौर पर नजर आते हैं। इस फिल्म में उन्होंने अपनी दमदार एंट्री दर्ज कराई है। ऐक्शन सीन्स और कारों की रेस के सीन्स इस फिल्म की सबसे बड़ी यूएसपी है। फास्ट ऐंड फ्यूरियस की पहली महिला विलन के तौर पर शार्लीज थेरन की परफॉर्मेंस क्लासी है। अन्य कलाकारों में ड्वेन जॉनसन, टाइरिस गिब्सन, नैथली इमैनुअल और मिशेल रोडरिग्रेज सभी ने अपने किरदार में जान डाली है। क्यों देखें: आखिर के करीब 50 मिनट की फिल्म बेहद रोमांचक है। फिल्म में शहर की हजारों कारों को हैक करने वाले सीन के अलावा क्यूबा की अलग-अलग खूबसूरत लोकेशन से लेकर न्यू यॉर्क और आर्कटिक ओशन के बर्फ से ढके मैदानों में फिल्म का क्लाइमैक्स फिल्माया गया है जो हॉल में बैठे दर्शकों के दिल की धड़कने बढ़ाने का काम करता है।",hin
0,"Večeras smo gledali film : & amp ; quot ; Draga smanjio sam pizzu & amp ; quot ; . Dobio sam veliku umjesto jumbo , prošli tjedan je jumbo pizza bila duplo veća .",hrv
0,اغبياء,ara
1,en ka maliba,bam
0,מה אתה עושה כנגד נתונים של 56 אחוזי התבוללות בארה ״ ב ?,heb
1,"Samsung làm quá tốt phần cảm ứng đó bạn, đấy là mình chưa nói các phím không bị tích vào trong màn hình đấy!",vie
0,کاهوهای ساندویچ کاملا پلاسیده بود و کاملا مشخص بود ساندوبچ مانده بوده و دوباره گرم کردند و کاهو‌ها هم همراه غذا گرم و پلاسیده شده,fas
0,"Kieku veru jridu jaqtgħu l-bullying kulħadd jaf x'għandu jagħmel, imma ġo din l-art ħelwa ħadd ma jagħti każ.",mlt
0,כל אדם חופשי לעשות טעויות . היא תשלם על כך בהמשך החיים . מאמינה בזכותם להינשא ולעשות טעות ולא מאחלת להם שום דבר טוב .,heb
0,"Tross uttallige gjennomlyttinger , er det minimalt som fester seg etter endt lytt .",nor
0,"В Казахстане задержаны восемь пассажирских поездов 07 Ноя , 2016 | Новости Казахстана Сегодня ранним утром на станции Саз , что на участке Алматы - Отар Алматинского отделения дороги , произошёл сход 12 грузовых вагонов , сообщает корреспондент Петропавловск kz – ИА REX - Казахстан со ссылкой на пресс - службу АО ' НК ' КТЖ ' . Как уточняется в сообщении ведомства , ЧП обошлось без пострадавших и жертв . В данное время произошла задержка восьми пассажирских поездов . На месте аварии ведутся восстановительные работы . Через три часа движение пассажирских поездов будет полностью восстановлено . Для установления причины схода грузовых вагонов организована специальная комиссия АО ' НК ' КТЖ ' . Поделиться Поделиться Твитнуть + 1 Выделите орфографическую ошибку мышью и нажмите Ctrl + Enter . Система Orphus .",rus
0,الحد الأدنى والحد الأقصى #فسسسسسس,ara
0,沒意思 不喜歡 這樣 的 語言 閒著 無聊 讀 讀 也 可,zho
1,"Naručili smo ribu na gradelama s blitvom , plus palačinke . Bilo je jako dobro i ukusno , kao da smo negdje na moru klopali u nekoj konobi . . Svaka čast i topla preporuka svima koji naručuju !",hrv
1,گوشتش خیلی کم بود,fas
0,Ħlief imaqdru u kollox ħażin ma jafux jgħidu. ,mlt
0,All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in .,eng
1,"हॉलीवुड में एक्शन फिल्म बनाने वालों को कुछ नया नहीं सूझ रहा है। पिछले कुछ एक्शन फिल्मों की कहानी मिलती-जुलती है। एक खतरा पैदा होता है। दुश्मन से भिड़ना होता है। हीरो अपनी टीम बनाता है और लड़ाई करता है। 'xXx: रिटर्न ऑफ ज़ेंडर केज' की भी यही कहानी है। 
 
'पैंडोरा बॉक्स' के जरिये सैटेलाइट्‍स को पृथ्‍वी पर कही भी गिराया जा सकता था। यह पैंडोरा बॉक्स उन लोगों के हाथ है जिनके इरादे खतरनाक है। उन लोगों से लड़ने के लिए एक काबिल शख्स की जरूरत है। ऐसे में जेंडर केज (विन डीजल) सामने आता है जिसे मृत मान लिया गया था। वह अपनी टीम बनाता है और पैंडोरा बॉक्स हासिल करता है। 
 
कहानी ऐसी है कि आगे क्या होने वाला है ये कोई भी बता दे, लेकिन जो बात फिल्म को देखने लायक बनाती है वो ये कि यह किस तरह होगा। हैरतअंगेज स्टंट्स, जबरदस्त एक्शन, धड़कन बढ़ाने वाले चेज़ सीक्वेंसेस, ताकतवर विन डीज़ल, खूबसूरत दीपिका पादुकोण के जरिये जब बात को आगे बढ़ाया जाता है तो फिल्म में समय तो अच्‍छी तरह से कट ही जाता है। 
 

हॉलीवुड मूवीज़ में हर किरदार की एंट्री मजेदार तरीके से दिखाने का चलन है और यहां भी वहीं बात देखने को मिलती है। हर किरदार की कुछ खासियत और आदतें हैं। विन डीज़ल की एंट्री भी जोरदार तरीके से होती है और स्क्रिप्ट उनकी इमेज के अनुरूप लिखी गई है ताकि उनके फैंस का पैसा वसूल हो सके। विन डीज़ल ने स्टाइलिश तरीके से अपने किरदार को निभाया है और एक्शन दृश्यों में धमाके पर धमाके करते रहे। पानी में बाइक चलाने वाले चेज़ सीक्वेंस तो शानदार है। 
 
फिल्म का फर्स्ट हाफ थोड़ा धीमा है और एक्शन फिल्म की गरमाहट महसूस नहीं होती है। सेकंड हाफ में फिल्म ऐसी लय पकड़ती है कि आप सीट पर बैठे रहने के लिए मजबूर हो जाते हैं। लंबा क्लाइमैक्स है और एक्शन प्रेमियों के लिए यहां पर भरपूर मसाला है। 
 
विन डीज़ल को ताकतवर और बहादुर दिखाने के लिए सिनेमा के नाम पर भरपूर छूट ली गई है। सैकड़ों गोलियां उन पर दागी जाती है, लेकिन वे बच निकलते हैं, खरोंच भी नहीं आती। सैटेलाइट्स से हवाई जहाज की टक्कर करवा देते हैं और चंद सेकंड पहले हजारों फीट ऊपर से कूद जाते हैं, लेकिन ये दृश्य इतनी सफाई से शूट किए गए हैं कि विश्वसनीय लगते हैं। 
 
फिल्म के लिए कलाकारों का चयन सटीक है। विन डीज़ल के इर्दगिर्द पूरी फिल्म घूमती है, फिर भी अन्य कलाकारों को अवसर मिलते हैं। दीपिका खूबसूरत लगी हैं। हालांकि उनका रोल लंबा नहीं है, लेकिन महत्वपूर्ण जरूर है। नीना डोबरेव ने एक्शन के बीच हंसने का अवसर दिया है। 
 
निर्देशक डी.जे. करुसो ने बजाय कुछ नया करने के उन्हीं आजमाए फॉर्मूलों को अपनाया है जिन्हें देख दर्शक खुश होते हैं। उनकी टारगेट ऑडियंस वे लोग हैं जो एक्शन फिल्म देखना पसंद करते हैं और इसका भरपूर डोज़ उन्होंने दिया है। 
 
कुल मिलाकर 'xXx: रिटर्न ऑफ ज़ेंडर केज' एक्शन और स्टंट्स के बल पर मनोरंजन करने में सफल है। 
 
निर्माता : विन डीज़ल, जो रोथ, सामंथा विसेंट 
निर्देशक : डी.जे. करुसो 
संगीत : ब्रायन टेलर
कलाकार : विन डीज़ल, डॉनी येन, दीपिका पादुकोण, क्रिस वू, रूबी रोज़ 
",hin
1,"dùng 510 thích lắm, ko thì con mx anywhere là ổn",vie
0,Chính giao diện bất tiện của MS giết chết Nokia,vie
1,너무너무 재밌있게 본 드라마. 재방송하네요,kor
1,מזל טוב ! ובהצלחה .,heb
0,"ayo para muslim , viralkan dan blokir aplikasi biadab ini , jangan sampai anak cucu kita menjadi korban kebencian kaum kafir awal munafikun . sebarkan sebanyak-banyaknya !",ind
1,"２０ 年 程 前 に 購入 した コンポ な んです が 、 先日 CD を 入れて も 「 NO  DISC 」 と 表示 さ れる ように なり 、 使え なく なって しまい ました 。  古い 製品 な ので 修理 は 可能な の か 、 また 、 修理 できて も 修理 代 が 高額に なる のじゃ ない か 、 もう 買い 替えよう か 、 など 迷って い ました 。  でも 、 半信半疑 で 、 この クリーナー を 購入 して １０数 回 試して みたら 、 なんと ＣＤ が また 聴ける ように なり ました ！  驚き と 感謝 です ！  思い入れ の ある コンポ だった ので 復活 して くれて 感激 です 。
",jpn
1,اللهم وفقنا لما تحب و ترضى يا رب,ara
0,"Ip nó củng lag giật bình thường thôi và bị hạn chế tùy biến của ios,bạn hãy dùng thì sẽ biết.",vie
0,"ממש לא מסכימה . . הם לא חלק בלתי נפרד . , ורק מי שמוכן להכיר במדינה הזאת כיהודית מוזמן להשאר . . אלה שחפצים במותינו ( שיש מלא כאלה ) ואלה שמחבלים בפועל ממש לא חלק מאיתנו גם עם ת.ז כחולה . . לא יודעת מה לגבי השחקן הזה אבל כמו שנאמר : כבדהו וחשדהו . . ואם הוא שומר אמונים ברוך הבא אבל צריך לדעת שהרבה מהם לא ! ככה נחסוך הרבה פיגועים . .",heb
1,شۇنىڭ بىلەن بىللە، ئاپتونوم رايونىمىز ئەشيا ئوبوروتى كەسپى بىلەن ئالاقە تورى، نەرسە تورىنىڭ چوڭقۇر يۇغۇرۇلۇشىنى كۈچەيتىپ، ئەشيا ئوبوروتى تىجارىتى ۋە مۇلازىمەت سەۋىيەسىنى ئۆستۈرۈپ، ئەشيا ئوبوروتى تەرەققىياتىنىڭ يېڭى ئەندىزىسى، يېڭى مېخانىزمىدا يېڭىلىق يارىتىپ، يىپەك يولى ئىقتىساد بەلبېغى يادرولۇق رايونى سودا ئەشيا ئوبوروتى مەركىزى قۇرۇلۇشىنى ئالغا سىلجىتىشنى كۈچلۈك تىرەك بىلەن تەمىنلىدى.,uig
1,Mila sker,eus
1,"Με βάση την εμπειρία μου σε χρήση smartphones Huawei (κάτοχος Honor 5X, Huawei p10 pro και Honor 6X) ίσως το καλύτερο κινητό που έχει βγάλει η συγκεκριμένη εταιρεία στο συγκεκριμένο πεδίο τιμών.  Πολύ γρήγορη απόκριση σε οποιαδήποτε λειτουργία και απίστευτη ταχύτητα σε εφαρμογές social media και γενικώς internet. Το καλύτερο χαρακτηριστικό του (κατά την γνώμη μου) το δακτυλικό αποτύπωμα. Με το παραμικρό άγγιγμα λειτουργεί. Θα το πρότεινα ανεπιφύλακτα για χρήστες smartphone που ασχολούνται κυρίως με browsing και social media. Ακόμη δεν έχω δοκιμάσει τις επιδόσεις του σε παιχνίδια και ""βαριές"" εφαρμογές.  Γενικότερη γνώμη:  Απλά υπέροχο!",ell
1,tg adán do,bam
1,Хареса ни много. Държа ни в напрежение до самия край. Препоръчвам горещо. Филма е хубав.,bul
1,泳池 屁股 大 點兒 ， 水 還不 清 。,zho
1,웟 어 필링! 하며 춤 출 때 진짜 짜릿함!,kor
0,"2014 年 1 月 12 日 から 撮影 を 始め 、 初め は 調子 が 良かった が 、 9 月 27 日 から 反応 が なくなり 撮れ なく なり ました 。  撮影 枚数 は たった の ９６９ 枚 でした 。  シャッター は 落ち 、 残り 枚数 も 減って は いく のです が 、 写真 データ が 残り ませ ん 。  今 は 以前 に あった 他 社 の 8 Ｇ  class ４ の カード を 使って しのいで い ます が 、 残り 枚数 も 少なく 、 やはり スピード が 遅い ので いらいら し ます 。  意 を 喫して スマホ で カード を フォーマット し 、 パソコン に バックアップ して いた データ を 入れ なおし ました が 、 うまく いき ませ ん 。  なので 、 永久 保障 を うたって いる と の こと で 、 最近 トランセンド に メール し ました 。  一 度 書き 込み の 内容 の 不足で 返事 が 来 ました が 、 それ 以後 3 度 くらい メール して も なし の つぶ て 。  電話 も 考え ました が 、 東京 へ の 電話 料金 も あほらしい ので もう あきらめ ました 。  他 社 の を 買い 換え ます 。  こういう トラブル に は 慣れて い ない のです が 、 トランセンド の 無 対応 に は 本当に 腹 が 立ち ます 。  追記 ： 最近 アイリスオーヤマ の 家具 転倒 防止 伸縮 棒 を 2 セット 買ったら 、 1 セット が 不 良品 だった けど 、 対応 が ものすごく 早かった ので 感心 し ました 。  少し は 見習って ほしい 。
",jpn
1,otak kita itu canggih banget lo,ind
0,Men ikke et helt menneske før hun hviler i armene til en annen .,nor
1,"Pierwszy kontakt z tym hotelem , który nie chciał dać ani 1 % rabatu nie był zachęcajacy . Cena weekendowa i koniec . Jednak cały pobyt był pasmem pozytywnych wrażeń . Jakie to wrażenia , które sprawiają , że daję najwyższą ocenę ? 1 . Odżywiam się inaczej niż 95 % ludzi i zazwyczaj w hotelach nie mam co zjeść Mimo , że to bardzo proste jedzenie , kuchnia jakoś ma tym problem . To był pierwszy hotel , który przygotował dla mnie dokładnie to , o co prosił em . Po prostu : warzywa surowe i fasola z puszki . 2 . W każdym dniu wymiana ręczników , sprzątanie pokoju i porządkowanie rzeczy , które niekoniecznie leżały ładnie : ) 3 . Espresso w godzinę po śniadaniu za Darmo ? Nie ma sprawy ! 4 . Miska owoców dostępna na wyciągnięcie ręki ? Jak najbardziej ! 5 . Zamiast kawy kakao ? Proszę bardzo . 6 . Późny wyjazd i możliwości pozostania cztery godziny dłużej w pokoju ? Bez problemu ! 7 . Wifi , to naprawdę wifi , a nie pseudo łącze o żadnej przepustowości . Super szybkość , żadnego zawieszania . Brawo ! Poza tym , czystość , ciekawy wystrój wnętrza , spokój i bardzo uprzejma obsługa . Hotel nieco na uboczu , ale jeśli ktoś ma potrzebę , sklep Lidl 400 metrów od hotelu . Polecam !",pol
0,재미없음,kor
1,質量 還 不錯 ， 模具 做工 很 漂亮 ， led 的 屏幕 顯示 效果 不錯 ， 看著 很 舒服 ， cpu 很 棒 ， 還帶 hdmi 接口 。,zho
0,karınca için aldm hiç işe yaramadı 1 aydır bi değişiklik yok paranızı çöpe atmayın!,tur
1,Volveré de nuevo cuando vaya a Sevilla,spa
0,"Odwiedzała m moją rodzinę w Polsce . Wraz z chłopakiem zdecydowali śmy się zostać tym razem w tym hotelu ( podobno 4 gwiazdki * * * * - podobno ) , więc liczyli śmy na dobrą jakość , ładny pokój , miłą obsługę . Muszę powiedzieć , że się przeliczylismy . Obsługa - jedynie to było ok oraz lokalizacja ( samo centrum ) . Pokój - mały , ciemny . Za szafką rozsypany puder - niesprzatniety , listwy zakurzone . Początkowo dostali śmy , pokój w którym fugi były czarne , po tym jak wspomniała m o tym w recepcji dostali śmy inny pokój , gdzie wyglądały one lepiej ale wciąż nie na 4 gwiazdki . Miesiąc wcześniej wynajelismy pokój w Hotel Katowice ( 3 gwiazdki * * * ) I pokój bez porównania lepszy - większy , nowocześniejsze wyposażenie . Podsumowując hotel nie 4 - gwiazdkowy , maksymalnie 3 . Konieczna jest jakaś modernizacja ,",pol
1,وكل عيد قيامة وأنتم ومصر بخير,ara
0,Det tror jeg « Twilight » -fansen blir også .,nor
1,"Still , the updated Dickensian sensibility of writer Craig Bartlett 's story is appealing .",eng
1,herkese tavsiye ederim..ben cok memnun kaldım,tur
0,أويحيى ولله ما نسمحلك عند ربي كار جو طرافاي با و جي پوسي واحد دوسي بور افوار ؤون فواتور پار فاسيليتي لافواتور كووت 40 مليون لي فري دو دوسي مون كوتي 14 مليون و لا طاكس كووت 7 مليون سافي لو تو 21 مليون بور افوار 40 مليون سي نورمال پور ؤن جون كي ٱ پوسي سون دوسي a \,dza
1,Vielä kun löydät oikeat kanavat:),fin
